step_time,reward,total_stopped,total_wait_time,average_wait_time
5.0,0.0,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,-0.08,4,8.0,2.0
20.0,-0.35,8,43.0,5.375
25.0,-0.18,5,61.0,12.2
30.0,-0.17000000000000004,6,78.0,13.0
35.0,0.13,5,65.0,13.0
40.0,-0.33999999999999997,7,99.0,14.142857142857142
45.0,0.28,3,71.0,23.666666666666668
50.0,0.27999999999999997,5,43.0,8.6
55.0,0.09999999999999998,6,33.0,5.5
60.0,-0.14999999999999997,6,48.0,8.0
65.0,0.019999999999999962,4,46.0,11.5
70.0,-0.07,6,53.0,8.833333333333334
75.0,0.12000000000000005,4,41.0,10.25
80.0,0.019999999999999962,4,39.0,9.75
85.0,-0.19999999999999996,4,59.0,14.75
90.0,-0.4900000000000001,10,108.0,10.8
95.0,0.13000000000000012,4,95.0,23.75
100.0,0.2799999999999999,6,67.0,11.166666666666666
105.0,0.08000000000000007,5,59.0,11.8
110.0,-0.3400000000000001,8,93.0,11.625
115.0,0.26,2,67.0,33.5
120.0,0.29000000000000004,4,38.0,9.5
125.0,0.19,3,19.0,6.333333333333333
130.0,-0.07,4,26.0,6.5
135.0,0.07,1,19.0,19.0
140.0,0.01999999999999999,4,17.0,4.25
145.0,-0.03999999999999998,2,21.0,10.5
150.0,-0.19000000000000003,4,40.0,10.0
155.0,0.25,0,15.0,0.0
160.0,0.09,3,6.0,2.0
165.0,-0.2,4,26.0,6.5
170.0,-0.22999999999999998,7,49.0,7.0
175.0,-0.020000000000000018,4,51.0,12.75
180.0,-0.07999999999999996,4,59.0,14.75
185.0,0.22999999999999998,4,36.0,9.0
190.0,-0.21999999999999997,5,58.0,11.6
195.0,0.19999999999999996,3,38.0,12.666666666666666
200.0,-0.03999999999999998,7,42.0,6.0
205.0,-0.040000000000000036,4,46.0,11.5
210.0,-0.19,6,65.0,10.833333333333334
215.0,0.15000000000000002,2,50.0,25.0
220.0,0.16999999999999998,5,33.0,6.6
225.0,0.13,2,20.0,10.0
230.0,-0.03,4,23.0,5.75
235.0,-0.35,8,58.0,7.25
240.0,-0.4,8,98.0,12.25
245.0,0.04999999999999993,5,93.0,18.6
250.0,0.06000000000000005,6,87.0,14.5
255.0,-0.16000000000000003,6,103.0,17.166666666666668
260.0,-0.28,6,131.0,21.833333333333332
265.0,0.3600000000000001,4,95.0,23.75
270.0,0.35,6,60.0,10.0
275.0,0.13,2,47.0,23.5
280.0,0.15999999999999998,4,31.0,7.75
285.0,-0.2,4,51.0,12.75
290.0,0.32,0,19.0,0.0
295.0,0.14,2,5.0,2.5
300.0,-0.09999999999999999,2,15.0,7.5
305.0,-0.30000000000000004,8,45.0,5.625
310.0,-0.010000000000000009,4,46.0,11.5
315.0,-0.08000000000000002,5,54.0,10.8
320.0,-0.29999999999999993,6,84.0,14.0
325.0,0.16999999999999993,4,67.0,16.75
330.0,-0.029999999999999916,4,70.0,17.5
335.0,0.41999999999999993,3,28.0,9.333333333333334
340.0,-0.30999999999999994,8,59.0,7.375
345.0,-0.040000000000000036,6,63.0,10.5
350.0,-0.13,8,76.0,9.5
355.0,-0.020000000000000018,4,78.0,19.5
360.0,-0.18999999999999995,6,97.0,16.166666666666668
365.0,0.29999999999999993,3,67.0,22.333333333333332
370.0,0.27,4,40.0,10.0
375.0,0.18000000000000002,3,22.0,7.333333333333333
380.0,-0.12999999999999998,7,35.0,5.0
385.0,-0.16000000000000003,7,51.0,7.285714285714286
390.0,-0.42000000000000004,9,93.0,10.333333333333334
395.0,-0.019999999999999907,7,95.0,13.571428571428571
400.0,-0.17000000000000015,7,112.0,16.0
405.0,0.2600000000000001,4,86.0,21.5
410.0,-0.030000000000000027,6,89.0,14.833333333333334
415.0,0.21999999999999997,3,67.0,22.333333333333332
420.0,0.4600000000000001,2,21.0,10.5
425.0,-0.16,4,37.0,9.25
430.0,-0.19999999999999996,4,57.0,14.25
435.0,0.30999999999999994,0,26.0,0.0
440.0,0.21000000000000002,2,5.0,2.5
445.0,-0.12000000000000001,4,17.0,4.25
450.0,-0.30999999999999994,8,48.0,6.0
455.0,-0.010000000000000009,4,49.0,12.25
460.0,-0.12,6,61.0,10.166666666666666
465.0,0.08999999999999997,2,52.0,26.0
470.0,-0.04999999999999993,4,57.0,14.25
475.0,0.4099999999999999,3,16.0,5.333333333333333
480.0,-0.18999999999999997,4,35.0,8.75
485.0,0.02999999999999997,5,32.0,6.4
490.0,-0.14,6,46.0,7.666666666666667
495.0,-0.02999999999999997,4,49.0,12.25
500.0,-0.22999999999999998,6,72.0,12.0
505.0,0.18999999999999995,3,53.0,17.666666666666668
510.0,0.13,6,40.0,6.666666666666667
515.0,0.08000000000000002,2,32.0,16.0
520.0,-0.08000000000000002,8,40.0,5.0
525.0,-0.31999999999999995,8,72.0,9.0
530.0,-0.42999999999999994,10,115.0,11.5
535.0,0.05999999999999983,6,109.0,18.166666666666668
540.0,0.050000000000000044,8,104.0,13.0
