step_time,reward,total_stopped,total_wait_time,average_wait_time
5.0,0.0,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,-0.04,4,4.0,1.0
20.0,-0.44,10,48.0,4.8
25.0,-0.56,12,104.0,8.666666666666666
30.0,-0.5999999999999999,12,164.0,13.666666666666666
35.0,-0.6199999999999999,14,226.0,16.142857142857142
40.0,-0.7000000000000002,14,296.0,21.142857142857142
45.0,-0.7800000000000002,16,374.0,23.375
50.0,-0.8199999999999994,18,456.0,25.333333333333332
55.0,-0.9900000000000002,21,555.0,26.428571428571427
60.0,-1.1000000000000005,22,665.0,30.227272727272727
65.0,-1.1899999999999995,24,784.0,32.666666666666664
70.0,-1.1999999999999993,24,904.0,37.666666666666664
75.0,-1.2600000000000016,26,1030.0,39.61538461538461
80.0,-1.299999999999999,26,1160.0,44.61538461538461
85.0,-1.3499999999999996,29,1295.0,44.6551724137931
90.0,-1.6600000000000001,34,1461.0,42.970588235294116
95.0,-1.7600000000000016,36,1637.0,45.47222222222222
100.0,-1.8000000000000007,36,1817.0,50.47222222222222
105.0,0.0,32,1817.0,56.78125
110.0,2.0,28,1617.0,57.75
115.0,-0.8399999999999999,29,1701.0,58.6551724137931
120.0,-1.5799999999999983,32,1859.0,58.09375
125.0,0.5300000000000011,32,1806.0,56.4375
130.0,2.8599999999999994,22,1520.0,69.0909090909091
135.0,1.5,16,1370.0,85.625
140.0,0.16000000000000014,18,1354.0,75.22222222222223
145.0,0.9799999999999986,18,1256.0,69.77777777777777
150.0,2.4800000000000004,18,1008.0,56.0
155.0,1.1500000000000004,10,893.0,89.3
160.0,-0.6300000000000008,20,956.0,47.8
165.0,0.3000000000000007,20,926.0,46.3
170.0,2.0299999999999994,17,723.0,42.529411764705884
175.0,-0.71,16,794.0,49.625
180.0,-0.919999999999999,22,886.0,40.27272727272727
185.0,-0.3500000000000014,22,921.0,41.86363636363637
190.0,0.040000000000000924,14,917.0,65.5
195.0,-0.5600000000000005,17,973.0,57.23529411764706
200.0,-1.1099999999999994,26,1084.0,41.69230769230769
205.0,-1.4000000000000004,28,1224.0,43.714285714285715
210.0,-1.4399999999999995,30,1368.0,45.6
215.0,-1.5,30,1518.0,50.6
220.0,-1.5800000000000018,32,1676.0,52.375
225.0,-1.5999999999999979,32,1836.0,57.375
230.0,-1.7899999999999991,39,2015.0,51.666666666666664
235.0,-1.990000000000002,40,2214.0,55.35
240.0,-2.0799999999999983,42,2422.0,57.666666666666664
245.0,-2.1000000000000014,42,2632.0,62.666666666666664
250.0,-2.1900000000000013,44,2851.0,64.79545454545455
255.0,-2.1999999999999993,44,3071.0,69.79545454545455
260.0,-2.299999999999997,46,3301.0,71.76086956521739
265.0,-2.4200000000000017,50,3543.0,70.86
270.0,-2.5700000000000003,52,3800.0,73.07692307692308
275.0,-0.759999999999998,46,3876.0,84.26086956521739
280.0,1.1099999999999994,40,3765.0,94.125
285.0,2.6799999999999997,32,3497.0,109.28125
290.0,-1.3100000000000023,30,3628.0,120.93333333333334
295.0,-1.6700000000000017,37,3795.0,102.56756756756756
300.0,0.75,42,3720.0,88.57142857142857
305.0,-0.9399999999999977,48,3814.0,79.45833333333333
310.0,-2.4399999999999977,50,4058.0,81.16
315.0,-2.530000000000001,52,4311.0,82.90384615384616
320.0,-2.6400000000000006,54,4575.0,84.72222222222223
325.0,-2.710000000000001,55,4846.0,88.10909090909091
330.0,-2.8900000000000006,59,5135.0,87.03389830508475
335.0,-0.8599999999999994,56,5221.0,93.23214285714286
340.0,0.980000000000004,50,5123.0,102.46
345.0,-1.4100000000000037,40,5264.0,131.6
350.0,-0.9799999999999969,42,5362.0,127.66666666666667
355.0,-2.1000000000000014,50,5572.0,111.44
360.0,-0.6700000000000017,50,5639.0,112.78
365.0,0.8100000000000023,42,5558.0,132.33333333333334
370.0,1.1799999999999997,38,5440.0,143.1578947368421
375.0,0.17999999999999972,42,5422.0,129.0952380952381
380.0,-1.5200000000000031,42,5574.0,132.71428571428572
385.0,-1.9199999999999946,44,5766.0,131.04545454545453
390.0,-2.200000000000003,44,5986.0,136.04545454545453
395.0,-2.200000000000003,44,6206.0,141.04545454545453
400.0,-2.299999999999997,48,6436.0,134.08333333333334
405.0,-2.4000000000000057,48,6676.0,139.08333333333334
410.0,-2.4499999999999886,50,6921.0,138.42
415.0,-1.6800000000000068,48,7089.0,147.6875
420.0,-2.5,51,7339.0,143.90196078431373
425.0,-2.6099999999999994,53,7600.0,143.39622641509433
430.0,-2.680000000000007,54,7868.0,145.7037037037037
435.0,-2.3499999999999943,52,8103.0,155.82692307692307
440.0,-2.450000000000003,52,8348.0,160.53846153846155
445.0,-2.6799999999999926,54,8616.0,159.55555555555554
450.0,-2.75,56,8891.0,158.76785714285714
455.0,-2.6700000000000017,56,9158.0,163.53571428571428
460.0,-2.799999999999997,56,9438.0,168.53571428571428
465.0,-2.8100000000000023,57,9719.0,170.50877192982455
470.0,-0.6400000000000006,52,9783.0,188.1346153846154
