step_time,reward,total_stopped,total_wait_time,average_wait_time
5.0,0.0,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,-0.04,4,4.0,1.0
20.0,-0.35000000000000003,8,39.0,4.875
25.0,-0.4,8,79.0,9.875
30.0,-0.5700000000000001,12,136.0,11.333333333333334
35.0,-0.6399999999999999,14,200.0,14.285714285714286
40.0,-0.7400000000000002,16,274.0,17.125
45.0,-0.8399999999999999,18,358.0,19.88888888888889
50.0,-0.9199999999999999,20,450.0,22.5
55.0,-0.2400000000000002,20,474.0,23.7
60.0,-1.04,22,578.0,26.272727272727273
65.0,-1.2000000000000002,25,698.0,27.92
70.0,-1.25,25,823.0,32.92
75.0,-1.4000000000000004,29,963.0,33.206896551724135
80.0,-1.4499999999999993,29,1108.0,38.206896551724135
85.0,-0.08999999999999986,27,1117.0,41.370370370370374
90.0,0.8499999999999996,25,1032.0,41.28
95.0,0.28000000000000114,27,1004.0,37.18518518518518
100.0,-1.2300000000000004,27,1127.0,41.74074074074074
105.0,-1.4299999999999997,29,1270.0,43.793103448275865
110.0,-1.450000000000001,29,1415.0,48.793103448275865
115.0,-1.5299999999999994,31,1568.0,50.58064516129032
120.0,-1.5500000000000007,31,1723.0,55.58064516129032
125.0,0.5,31,1673.0,53.96774193548387
130.0,2.8200000000000003,22,1391.0,63.22727272727273
135.0,0.9399999999999995,15,1297.0,86.46666666666667
140.0,-0.7299999999999986,17,1370.0,80.58823529411765
145.0,-1.0300000000000011,23,1473.0,64.04347826086956
150.0,-1.370000000000001,29,1610.0,55.51724137931034
155.0,-1.6899999999999977,37,1779.0,48.08108108108108
160.0,0.2799999999999976,34,1751.0,51.5
165.0,2.110000000000001,27,1540.0,57.03703703703704
170.0,-1.17,23,1657.0,72.04347826086956
175.0,-1.1900000000000013,25,1776.0,71.04
180.0,-1.4899999999999984,33,1925.0,58.333333333333336
185.0,-1.8299999999999983,39,2108.0,54.05128205128205
190.0,-2.0500000000000007,43,2313.0,53.7906976744186
195.0,-2.3000000000000007,47,2543.0,54.1063829787234
200.0,-2.3500000000000014,47,2778.0,59.1063829787234
205.0,-2.3599999999999994,48,3014.0,62.791666666666664
210.0,-2.4399999999999977,49,3258.0,66.48979591836735
215.0,-2.469999999999999,51,3505.0,68.72549019607843
220.0,-2.5500000000000043,51,3760.0,73.72549019607843
225.0,-2.6099999999999994,53,4021.0,75.86792452830188
230.0,0.4399999999999977,53,3977.0,75.0377358490566
235.0,2.7900000000000063,47,3698.0,78.68085106382979
240.0,1.8799999999999955,39,3510.0,90.0
245.0,3.34,38,3176.0,83.57894736842105
250.0,-0.23999999999999844,32,3200.0,100.0
255.0,-1.5799999999999983,32,3358.0,104.9375
260.0,-1.6200000000000045,34,3520.0,103.52941176470588
265.0,-1.9899999999999949,45,3719.0,82.64444444444445
270.0,-2.440000000000005,51,3963.0,77.70588235294117
275.0,-2.75,57,4238.0,74.35087719298245
280.0,0.0800000000000054,51,4230.0,82.94117647058823
285.0,3.809999999999995,43,3849.0,89.51162790697674
290.0,2.1000000000000014,32,3639.0,113.71875
295.0,3.710000000000001,21,3268.0,155.61904761904762
300.0,-0.9100000000000037,23,3359.0,146.04347826086956
305.0,-1.5599999999999952,36,3515.0,97.63888888888889
310.0,-2.190000000000005,49,3734.0,76.20408163265306
315.0,-2.6499999999999986,54,3999.0,74.05555555555556
320.0,-0.18999999999999773,50,4018.0,80.36
325.0,1.3399999999999963,43,3884.0,90.32558139534883
330.0,1.5100000000000051,40,3733.0,93.325
335.0,3.4299999999999997,37,3390.0,91.62162162162163
340.0,-1.6600000000000037,37,3556.0,96.10810810810811
345.0,-1.759999999999998,36,3732.0,103.66666666666667
350.0,-1.75,37,3907.0,105.5945945945946
355.0,-2.030000000000001,44,4110.0,93.4090909090909
360.0,0.6000000000000014,44,4050.0,92.04545454545455
365.0,3.219999999999999,39,3728.0,95.58974358974359
370.0,1.480000000000004,31,3580.0,115.48387096774194
375.0,1.769999999999996,24,3403.0,141.79166666666666
380.0,-1.009999999999998,30,3504.0,116.8
385.0,-1.6600000000000037,41,3670.0,89.51219512195122
390.0,-2.3299999999999983,51,3903.0,76.52941176470588
395.0,-2.5799999999999983,52,4161.0,80.01923076923077
400.0,0.21999999999999886,49,4139.0,84.46938775510205
405.0,2.8599999999999994,39,3853.0,98.7948717948718
410.0,4.509999999999998,34,3402.0,100.05882352941177
415.0,7.050000000000004,29,2697.0,93.0
420.0,-1.370000000000001,34,2834.0,83.3529411764706
425.0,-1.8599999999999994,41,3020.0,73.65853658536585
430.0,-2.2900000000000027,49,3249.0,66.3061224489796
435.0,-2.549999999999997,52,3504.0,67.38461538461539
440.0,-2.6400000000000006,54,3768.0,69.77777777777777
445.0,-2.759999999999998,57,4044.0,70.94736842105263
450.0,-3.0700000000000003,62,4351.0,70.1774193548387
455.0,0.10000000000000142,56,4341.0,77.51785714285714
460.0,2.989999999999995,49,4042.0,82.48979591836735
