step_time,reward,total_stopped,total_wait_time,average_wait_time
5.0,0.0,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,-0.04,3,4.0,1.3333333333333333
20.0,-0.34,8,38.0,4.75
25.0,-0.16000000000000003,5,54.0,10.8
30.0,-0.22999999999999998,8,77.0,9.625
35.0,-0.010000000000000009,8,78.0,9.75
40.0,-0.41999999999999993,10,120.0,12.0
45.0,0.10999999999999988,6,109.0,18.166666666666668
50.0,0.3400000000000001,6,75.0,12.5
55.0,0.18999999999999995,4,56.0,14.0
60.0,0.11000000000000004,6,45.0,7.5
65.0,0.040000000000000036,3,41.0,13.666666666666666
70.0,0.03999999999999998,4,37.0,9.25
75.0,-0.21999999999999997,6,59.0,9.833333333333334
80.0,-0.39,8,98.0,12.25
85.0,0.18999999999999995,5,79.0,15.8
90.0,0.21000000000000008,9,58.0,6.444444444444445
95.0,-0.030000000000000027,6,61.0,10.166666666666666
100.0,-0.19000000000000006,8,80.0,10.0
105.0,0.030000000000000027,4,77.0,19.25
110.0,0.06000000000000005,5,71.0,14.2
115.0,0.14,6,57.0,9.5
120.0,-0.4,8,97.0,12.125
125.0,0.04999999999999993,8,92.0,11.5
130.0,0.06000000000000005,8,86.0,10.75
135.0,0.010000000000000009,6,85.0,14.166666666666666
140.0,-0.06000000000000005,8,91.0,11.375
145.0,0.12,4,79.0,19.75
150.0,0.040000000000000036,8,75.0,9.375
155.0,-0.3999999999999999,8,115.0,14.375
160.0,-0.5800000000000001,14,173.0,12.357142857142858
165.0,-0.08000000000000007,10,181.0,18.1
170.0,0.43000000000000016,10,138.0,13.8
175.0,0.2799999999999998,6,110.0,18.333333333333332
180.0,0.09000000000000008,8,101.0,12.625
185.0,0.18000000000000005,6,83.0,13.833333333333334
190.0,0.09999999999999998,8,73.0,9.125
195.0,-0.3999999999999999,8,113.0,14.125
200.0,-0.6300000000000001,13,176.0,13.538461538461538
205.0,-0.030000000000000027,10,179.0,17.9
210.0,0.42999999999999994,8,136.0,17.0
215.0,0.24,4,112.0,28.0
220.0,0.2300000000000001,8,89.0,11.125
225.0,0.12,8,77.0,9.625
230.0,-0.4099999999999999,9,118.0,13.11111111111111
235.0,-0.5900000000000001,12,177.0,14.75
240.0,-0.6200000000000001,14,239.0,17.071428571428573
245.0,0.040000000000000036,10,235.0,23.5
250.0,0.75,6,160.0,26.666666666666668
255.0,0.7000000000000001,2,90.0,45.0
260.0,0.5800000000000001,4,32.0,8.0
265.0,-0.31,8,63.0,7.875
270.0,-0.4800000000000001,10,111.0,11.1
275.0,-0.5899999999999999,12,170.0,14.166666666666666
280.0,-0.7,16,240.0,15.0
285.0,-0.020000000000000018,10,242.0,24.2
290.0,0.6499999999999999,8,177.0,22.125
295.0,0.26,4,151.0,37.75
300.0,0.62,6,89.0,14.833333333333334
305.0,-0.6,14,149.0,10.642857142857142
310.0,-0.7,14,219.0,15.642857142857142
315.0,-0.5300000000000002,16,272.0,17.0
320.0,-0.8099999999999996,17,353.0,20.764705882352942
325.0,0.09999999999999964,14,343.0,24.5
330.0,0.8000000000000003,8,263.0,32.875
335.0,0.43999999999999995,4,219.0,54.75
340.0,0.7,10,149.0,14.9
345.0,-0.26,12,175.0,14.583333333333334
350.0,-0.5800000000000001,14,233.0,16.642857142857142
355.0,-0.7799999999999998,16,311.0,19.4375
360.0,-0.8000000000000003,16,391.0,24.4375
365.0,0.20999999999999996,14,370.0,26.428571428571427
370.0,1.08,6,262.0,43.666666666666664
375.0,0.2200000000000002,8,240.0,30.0
380.0,0.1200000000000001,16,228.0,14.25
385.0,-0.6400000000000001,16,292.0,18.25
390.0,-0.77,18,369.0,20.5
395.0,-0.5299999999999998,18,422.0,23.444444444444443
400.0,-0.9900000000000002,21,521.0,24.80952380952381
405.0,0.1200000000000001,16,509.0,31.8125
410.0,1.3199999999999998,12,377.0,31.416666666666668
415.0,0.16000000000000014,8,361.0,45.125
420.0,0.43999999999999995,12,317.0,26.416666666666668
425.0,-0.4700000000000002,17,364.0,21.41176470588235
430.0,-0.6599999999999997,18,430.0,23.88888888888889
435.0,-1.0200000000000005,22,532.0,24.181818181818183
440.0,-1.0999999999999996,22,642.0,29.181818181818183
445.0,0.2400000000000002,20,618.0,30.9
450.0,1.25,15,493.0,32.86666666666667
455.0,0.040000000000000036,12,489.0,40.75
460.0,0.3799999999999999,16,451.0,28.1875
465.0,-0.6000000000000005,20,511.0,25.55
470.0,-0.8199999999999994,22,593.0,26.954545454545453
475.0,-0.6600000000000001,24,659.0,27.458333333333332
480.0,-1.2000000000000002,24,779.0,32.458333333333336
485.0,0.20000000000000018,26,759.0,29.192307692307693
490.0,1.37,16,622.0,38.875
495.0,0.17999999999999972,12,604.0,50.333333333333336
500.0,0.8099999999999996,12,523.0,43.583333333333336
505.0,-0.33999999999999986,16,557.0,34.8125
510.0,-0.6200000000000001,22,619.0,28.136363636363637
515.0,-1.1399999999999997,24,733.0,30.541666666666668
