step_time,reward,total_stopped,total_wait_time,average_wait_time
5.0,0.0,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,-0.03,2,3.0,1.5
20.0,-0.31000000000000005,7,34.0,4.857142857142857
25.0,-0.12999999999999995,4,47.0,11.75
30.0,-0.21999999999999997,6,69.0,11.5
35.0,0.1299999999999999,3,56.0,18.666666666666668
40.0,-0.04999999999999993,4,61.0,15.25
45.0,0.4,2,21.0,10.5
50.0,-0.19999999999999998,4,41.0,10.25
55.0,0.06,5,35.0,7.0
60.0,-0.16000000000000003,8,51.0,6.375
65.0,-0.05999999999999994,4,57.0,14.25
70.0,-0.21000000000000008,6,78.0,13.0
75.0,-0.13,5,91.0,18.2
80.0,-0.2499999999999999,5,116.0,23.2
85.0,0.43999999999999995,3,72.0,24.0
90.0,0.3,7,42.0,6.0
95.0,-0.030000000000000027,4,45.0,11.25
100.0,-0.15999999999999998,6,61.0,10.166666666666666
105.0,0.08999999999999997,5,52.0,10.4
110.0,-0.29999999999999993,6,82.0,13.666666666666666
115.0,0.22999999999999998,3,59.0,19.666666666666668
120.0,0.39999999999999997,2,19.0,9.5
125.0,0.03,5,16.0,3.2
130.0,-0.30000000000000004,7,46.0,6.571428571428571
135.0,-0.08000000000000002,5,54.0,10.8
140.0,-0.15999999999999992,5,70.0,14.0
145.0,0.21999999999999997,2,48.0,24.0
150.0,0.18,5,30.0,6.0
155.0,0.06999999999999998,2,23.0,11.5
160.0,-0.17,9,40.0,4.444444444444445
165.0,-0.33999999999999997,8,74.0,9.25
170.0,-0.44999999999999996,11,119.0,10.818181818181818
175.0,0.0,6,119.0,19.833333333333332
180.0,0.10999999999999988,6,108.0,18.0
185.0,-0.04999999999999982,5,113.0,22.6
190.0,-0.2200000000000002,6,135.0,22.5
195.0,0.3900000000000001,4,96.0,24.0
200.0,0.41999999999999993,7,54.0,7.714285714285714
205.0,0.0,5,54.0,10.8
210.0,-0.04999999999999993,6,59.0,9.833333333333334
215.0,0.13999999999999996,3,45.0,15.0
220.0,0.020000000000000018,3,43.0,14.333333333333334
225.0,0.22999999999999998,3,20.0,6.666666666666667
230.0,-0.16999999999999998,4,37.0,9.25
235.0,-0.010000000000000009,4,38.0,9.5
240.0,-0.010000000000000009,4,39.0,9.75
245.0,0.040000000000000036,3,35.0,11.666666666666666
250.0,-0.14,3,49.0,16.333333333333332
255.0,0.31,3,18.0,6.0
260.0,-0.24,5,42.0,8.4
265.0,0.06,2,36.0,18.0
270.0,-0.10999999999999999,8,47.0,5.875
275.0,0.0,5,47.0,9.4
280.0,-0.19000000000000006,6,66.0,11.0
285.0,-0.08999999999999997,4,75.0,18.75
290.0,-0.17000000000000004,4,92.0,23.0
295.0,0.37,2,55.0,27.5
300.0,0.4,2,15.0,7.5
305.0,0.039999999999999994,4,11.0,2.75
310.0,-0.28,6,39.0,6.5
315.0,-0.09999999999999998,7,49.0,7.0
320.0,-0.35,7,84.0,12.0
325.0,0.06999999999999995,4,77.0,19.25
330.0,0.0,5,77.0,15.4
335.0,0.10999999999999999,2,66.0,33.0
340.0,-0.13,6,79.0,13.166666666666666
345.0,0.52,2,27.0,13.5
350.0,0.12000000000000002,3,15.0,5.0
355.0,0.039999999999999994,2,11.0,5.5
360.0,-0.11,3,22.0,7.333333333333333
365.0,0.16,0,6.0,0.0
370.0,0.06,0,0.0,0.0
375.0,-0.05,4,5.0,1.25
380.0,-0.23000000000000004,5,28.0,5.6
385.0,-0.06999999999999995,4,35.0,8.75
390.0,-0.25,5,60.0,12.0
395.0,0.05999999999999994,3,54.0,18.0
400.0,-0.05999999999999994,3,60.0,20.0
405.0,0.43999999999999995,3,16.0,5.333333333333333
410.0,-0.16,4,32.0,8.0
415.0,-0.010000000000000009,6,33.0,5.5
420.0,-0.19,6,52.0,8.666666666666666
425.0,-0.020000000000000018,4,54.0,13.5
430.0,-0.24,6,78.0,13.0
435.0,0.19000000000000006,5,59.0,11.8
440.0,0.12,6,47.0,7.833333333333333
445.0,0.08999999999999997,3,38.0,12.666666666666666
450.0,-0.16000000000000003,10,54.0,5.4
455.0,-0.06999999999999995,6,61.0,10.166666666666666
460.0,-0.20000000000000007,8,81.0,10.125
465.0,-0.039999999999999925,6,85.0,14.166666666666666
470.0,-0.36,8,121.0,15.125
475.0,0.1299999999999999,7,108.0,15.428571428571429
480.0,0.1100000000000001,8,97.0,12.125
485.0,0.13,5,84.0,16.8
490.0,0.22999999999999998,5,61.0,12.2
495.0,0.24,1,37.0,37.0
500.0,0.15,3,22.0,7.333333333333333
505.0,-0.010000000000000009,2,23.0,11.5
510.0,-0.15,3,38.0,12.666666666666666
515.0,0.06,1,32.0,32.0
520.0,-0.15999999999999998,7,48.0,6.857142857142857
525.0,-0.28,7,76.0,10.857142857142858
530.0,-0.3899999999999999,9,115.0,12.777777777777779
535.0,-0.19000000000000017,7,134.0,19.142857142857142
540.0,-0.26,7,160.0,22.857142857142858
545.0,0.52,4,108.0,27.0
